파일명,주요 업무,자격요건,우대사항
job/DE/sources/jobkorea/txt/3ad51ddc-ffc6-4542-8264-c6da479b1936.txt,"담당업무
ㆍ상세내용을 입력하세요
ㆍ상세내용을 입력하세요

스킬
ㆍ3ds Max, AutoCAD

핵심역량
ㆍ 적응성, 성장지향성, 협동심","자격요건
데이터센터 공조설비 설계 및 영업
( 2명 )","우대사항
ㆍ자격증 : 공조냉동기계산업기사, 건설기계산업기사"
job/DE/sources/jobkorea/txt/3adc63e4-b45b-4942-bd5f-c80be2d7ef73.txt,,"자격요건
생산 엔지니어
( ○명 )
Job Summary
Diborane (디보란)  생산 공정을 최적화하고, 생산 문제를 해결하며, 제품의 안전하고 효율적인 생산을 주도하는 직무입니다. 
고압가스의 원재료부터 합성, 정제, 포장까지 전 과정을 경험하며 글로벌 팀과 협력할 수 있는 에어리퀴드어드밴스드머티리얼즈코리아 세종 현장에서, Diborane (디보란) 생산 과정의 혁신을 이끌 수 있는 기회가 제공될 예정입니다. 

How will you contribute and GROW?
- 생산 공정 및 생산 설비 안정화
- 생산 관련 이슈 사전 탐지 및 개선 작업
- 생산 표준작업서 작성 및 업데이트
- 안전관리팀과 협업하여 생산 공정 안전관리 진행
- 생산 개선 프로젝트 및 추가 관련 프로젝트 필요시, 엔지니어로서 설계, 공정, 실행 가능성 
   여부 검토.
- 공정안전보고서(PSM) 및 공정안전성 평가를 위한 업무에 참여 및 지원.

Are you a MATCH?
- 전공: 공학계열 전공자 (화학 공학 전공자 우대)
- 경력: 신입 지원 가능 
- 영어 커뮤케이션 가능자 (독해, 작문, 회화)

Preferred Conditions
- 석유화학, 가스 등 동종 업계에서 3년 이상의 생산 또는 공정 엔지니어 경력 보유자
- 고위험 화학물질 현장에서 근무 경력 보유자
- PLC 및 공정 자동화 제어 시스템에 대한 실무 지식 보유자 

Working Environment
- 탄력 근무제 (7:30 / 8:00 / 8:30 중에 출근 시간 선택 가능)
- 중식 제공",
job/DE/sources/jobkorea/txt/3af124e5-63c3-4603-869b-561619a9924f.txt,,"자격요건
포지션
( ○명 )
이런 업무를 담당하실 예정이에요!
- DW와 DM을 구축하여, 게임 별 ETL 프로세스를 운영합니다.
- 데이터 모델을 설계하고 최적화하는 과정을 통해, 비즈니스 인사이트 도출을 지원합니다.
- 데이터를 효율적이고 정확하게 적재하기 위한 데이터 파이프라인을 설계하고 구축합니다.
- BI Tool(Tableau, Looker 등)을 활용하여 데이터 기반의 의사결정에 필요한 직관적인 대시보드를 제작합니다.
- 구현된 데이터 시스템을 더욱 효율적이고 가용성있게 개선하여 안정적인 데이터 유통에 기여하는 역할을 수행합니다.

[GEAR2에서 사용하는 기술]
데이터 분석 - Python, R
BI Tool - Tableau, Looker Studio
DB - DynamoDB, RDS
데이터 쿼리 - MySQL, Athena


지원 전 확인해 주셔야 할 자격요건이에요!
- 3년 이상의 유관 경력이 있거나, 그에 준하는 역량을 보유하신 분
- Python, SQL 등의 데이터 언어를 이용한 개발이 가능하신 분
- 보다 효율적인 데이터 분석 방법을 고안하여 주체적으로 개선할 수 있는 분
- 효율적인 데이터 활용 관점에서 데이터 구조를 설계하고 제시할 수 있으신 분
- 이해관계자가 데이터를 쉽게 이해하고 활용할 수 있도록 요구사항에 따른 데이터 환경을 제공할 수 있으신 분


이런 분이라면 우대해요!
- DW / DM 개발 경험이 있으신 분
- ETL 설계 및 개발, 운영 경험이 있으신 분
- AWS, GCP 등 클라우드 환경에 대한 경험이 있으신 분
- 모바일 게임 데이터를 다루고 분석한 경험이 있으며, 분석을 즐기시는 분
- 데이터 기반의 조직을 만들기 위한 인프라와 환경을 개선하는데 관심 있으신 분


혜택 및 복지에 대해 소개해드려요!
- 경쟁력 있는 연봉 및 처우 제공
- 2호선 홍대입구역 3분 거리
- 효율적인 업무를 위한 최상 하드웨어 & 소프트웨어 지원, 최고급 의자 허먼밀러
- 업무 관련 교육과 컨퍼런스 무제한 지원
- 업무 몰입을 위한 개인 법인카드 지원
- 복지포인트 연 100만원 지급
- 체력단련/운동지원금 지원
- 중식 및 석식 제공
- 건강 검진 실시
- 무제한 간식 및 커피 제공
- 경조 휴가 및 경조금 지원",
job/DE/sources/jobkorea/txt/3b1297b4-8c75-421b-a21e-e9c174ed7417.txt,,,"우대조건
ㆍ각 직무 동종/유사 업무 경력 보유(기간 무관)
ㆍ4년제 대학 졸업 이상
ㆍ업무 관련 자격증 소지자 우대
ㆍ국가 등록 장애인 및 국가 보훈 대상자는 관련법 및 내부 규정에 따라 우대
ㆍ해외여행 가능 및 군필(면제)자"
job/DE/sources/jobkorea/txt/3b1f47bf-ae8c-454b-adef-95ba3511c1f0.txt,,"자격요건
모집분야 상세내용
QA Lead Engineer
[직무 소개] 이런 일을 하시게 됩니다
Web/App 또는 Embedded SW 전반의 품질 활동
프로젝트 진척도관리, 리스크 분석업무
요구사항/스펙 분석
테스트 계획, 수행, 보고 활동
테스트 케이스 설계 및 관리
결함 추적/관리
프로세스 수립/점검 및 개선 활동
[자격 요건] 이런 경험이 필요합니다
Web/App 또는 플랫폼 QA 경력 5년 이상
SW 테스팅 전문지식 보유자
테스트 전략, 설계, Test Case 설계가 가능한 분
웹, 앱, PC를 잘 다루고 IT 기기에 대한 이해도가 높으신 분
각종 Test tool 및 협업 도구 (JIRA, Github 등)에 대한 경험이 있으신 분
긍정적인 마인드와 유연한 커뮤니케이션 능력 보유
능동적이고 빠른 실행력 보유
[","우대 사항] 이런 일을 경험을 하신 분을 우대합니다
AIDT 플랫폼 검증, Web/App 검증 경험자 우대
소프트웨어 관련 학과
ISTQB, CSTS 자격증 소지자
테스트 자동화 구축 경험이 있으신 분
자동화 스크립트 개발 가능한 분"
job/DE/sources/jobkorea/txt/3b3f8e56-dd41-407e-bce5-5e098aad8817.txt,,,
job/DE/sources/jobkorea/txt/3b70af3f-f393-4cb3-a114-4e6c231c1160.txt,담당업무,"자격요건
모집부문","우대사항]  
- 마케팅 데이터 분석 및 동종 분야 업무 경험이 있으신 분
- GCP 활용 경험이 있으신 분
- ML/AI 관련 프로젝트 경험이 있으신 분

※ 입사 지원서에 허위 또는 과장된 사실을 기재하였을 경우, 
채용 취소될 수 있으며,  경력직 채용 후보자를 대상으로
경력검증(레퍼런스 체크) 전형이 진행될 예정입니다.
경력
0명"
job/DE/sources/jobkorea/txt/3b8b3ddd-f251-4495-9f6b-cfe2a7c8dd9b.txt,"담당업무
ㆍ데이터센터 유지보수 및 운영
ㆍ데이터센터 구축/이전 프로젝트
ㆍ제안서 작성","자격요건
포지션
( 1명 )","우대사항
ㆍCCIE, 정보처리기사, 정보통신기술자경력수첩(초급이상)"
job/DE/sources/jobkorea/txt/3bc09e44-37ea-4e06-8b70-99b3a57375b0.txt,,,"우대사항 : 동종업계 경력에 따라 경력 인정 (경력증명서 제출 必 / 내부기준에 따라 검증후 결정)
◆ 전형절차 : 서류 > 인적성검사 > 인터뷰 > 채용
◆ 채용일정 : https://careers.cslguplus.co.kr/RecruitNotice/Index?area=06&workerType=
◆ 면접 및"
job/DE/sources/jobkorea/txt/3c0d17dc-c1b3-4663-a6b6-8e9a5f7df381.txt,"담당업무
ㆍ가스터빈엔진 및 각 모듈단위 개발과제 관리
  - 엔진 구성품 시험리그 제작 및 시험평가 과제 관리
  - 엔진 구성품, 엔진시제 품질인증시험 과제 관리
  - 과제 공수 및 외주용역 관리, 현장실사 대응 등","자격요건
구조해석(ENSIP)
수행업무
ㆍ구조 해석
  - Static/Transient Analysis
  - Dynamic Analysis(Response Analysis)
  - Explicit Analysis
ㆍ수명 해석 및 평가
  - 저주기 피로 수명 해석 평가
  - 열응력 해석 및 수명 평가
  - Fracture Mechanics

자격요건
ㆍ기계, 항공 전공자
ㆍ관련 경력 3년 이상
ㆍAnsys, Abaqus, Hyper Works SW 사용 역량 보유

우대사항
ㆍ영어 능통자
2차 유로/냉각설계
수행업무 
ㆍ엔진 요구도 분석을 통한 2차 유로 설계 및 해석
ㆍ엔진 2차 유로 구성품 성능시험 절차 수립 및 관리
ㆍ베어링 사양 고려 축하중 설계 및 해석
ㆍ터빈 연소기 냉각설계 및 열전달 해석
ㆍ터빈 내외부 냉각설계 및 연소기 라이너 냉각설계

자격요건
ㆍ기계, 항공 전공자

우대사항
ㆍ가스터빈 공력 및 2차 유로 설계 관련 경험 보유자 
ㆍ복합열전달해석(CHT) 포함 CFD 해석 툴(Fluent, Ansys CFX 등) 능통자
ㆍCATIA 및 Auto-cad 가능자
엔진 구성품 형상설계
수행업무 
ㆍ가스터빈 엔진 구성품 요구기능 통합설계 및 개발
  - 3D 모델링, 도면 작성 등
ㆍ엔진 구성품 Mechanical Design, 3D modeling 및 도면 Review
ㆍ개발엔진 구성품 Owner 수행(제작/조립 지원, 고장탐구 등)

자격요건
ㆍ기계, 항공 전공자
ㆍ기계 부품 도면 해석 가능자

우대사항
ㆍCATIA 활용 가능자
ㆍ가스터빈 엔진 설계 경험자
ㆍ영어 능통자
연료/윤활, 유압시스템
설계
수행업무 
ㆍ가스터빈 엔진 연료/윤활시스템 설계 및 구성품 개발(펌프, 밸브, 필터 등)
ㆍ항공엔진 프로펠러 감속기용 유압시스템(토크변환시스템) 개발
ㆍ시스템 및 구성품 시험평가

자격요건
ㆍ기계, 항공 전공자

우대사항
ㆍ설계/해석 SW(CATIA, AutoCAD, EASY5) 가능자
ㆍ감속기용 유압시스템(토크변환시스템) 개발 경험자
ㆍ유압제어 밸브 설계, 펌프/열교환기 설계 및 개발 경험자
제어/전기/전자시스템
수행업무 
ㆍ제어기 HW 개발
  - 전자제어기 회로설계  및 검토
  - 회로 부품 사양 선정 및 검토
  - PCB Artwork 설계 검토
  - 환경 시험/신뢰성 시험/EMI 시험 절차 수립 및 시험
ㆍSystem Software 설계
  - Embedded System 구동을 위한 System s/w 설계

자격요건
ㆍ전자공학 전공자
ㆍPspice, Orcad, C언어 사용 역량 보유자

우대사항
ㆍAutocad, LabView 가능자
엔진시험
수행업무
ㆍ가스터빈 엔진 개발시험 및 인증시험 수행
  - 시험계획 및 시험절차 수립
  - 시험설비 구축(Test Stand, DAS 등)
  - 시험결과 분석 및 데이터 관리
ㆍ가스터빈 엔진 Instrumentation 설계 및수행

자격요건
ㆍ기계, 항공 전공자

우대사항
ㆍLabView, CAD 가능자
ㆍ영어 능통자
공정개발
수행업무
ㆍ항공엔진 가스터빈 특수공정 소재요구도 설계 및 공정개발
  - 화학증착코팅기법 기술 개발
  - EB-PVD 코팅 전략기술 개발
  - 도면주기 설계 및 제작공정 EVS 입증/승인
  - 비파괴검사 요구도 설계 및 검증방안 개발
ㆍ특수공정 소재 Material Characterization 수행
ㆍ소재부품 국산화 개발 및 정부과제 수행

자격요건
ㆍ금속, 재료 전공자

우대사항
ㆍ특수공정 설계 역량 보유
ㆍ가스터빈 특수공정 소재 요구도 설계 역량 보유자
ㆍ코팅 내열 성능 향상 및 물질 설계 역량 보유자
ㆍ코팅/열처리/공정 개발 및 소재 비파괴검사 기법 개발 경험 보유자
소재개발
수행업무
ㆍ항공 가스터빈 합금 개발(초내열합금 및 경량합금)
ㆍ신규 합금 개발 및 전략소재 개발(CMC 등)
ㆍ신규 재질 합금 규격 제개정
ㆍ합금 Material Characterization Plan 설계 및 구축 
ㆍ항공엔진 소재 Material Characterization Plan 개발

자격요건
ㆍ금속, 재료 전공자
ㆍIngot 용해/재용해 공정 및 설비 경험자
ㆍ주단조 금속공정 개발 경험자

우대사항
ㆍ신규 합금 설계 역량 보유자
  - 합금 열역학 해석 및 물성예측
ㆍ금속소재 제조공정 유경험자
무인기 구동장치 개발
수행업무
ㆍ유압 서보제어 작동기 개발
  - 유압 제어회로 설계 및 형상설계
  - 구조/피로해석, 성능해석, 유동해석, 유압구동 시험평가 등
ㆍ전기모터 제어 작동기 개발
  - 기계구동 메커니즘 설계, 구조/피로해석
  - 기어감속 트레인 설계, 성능해석
  - 모터부 전자기 해석
  - 기계구동 시험평가 등

자격요건
ㆍ기계, 기계설계, 메카트로닉스공학, 제어계측, 항공우주공학 전공자
ㆍ관련 경력 3년 이상 
ㆍ3D CAD 사용 역량 보유(CATIA, AutoCAD)
ㆍAmesim, MATLAB/Simulink, ANSYS 사용 역량 보유

우대사항
ㆍ영어 능통자

System 통합설계
수행업무
ㆍ가스터빈 엔진 및 각 모듈 통합설계
  - 체계요구도 분석을 통한 엔진, 모듈개발 규격 정의/관리
  - 엔진성능, 레이아웃 설계, 구성품 설계 및 엔진시험 리스크 관리
  - Technical Management 

자격요건
ㆍ기계, 항공 전공자

우대사항
ㆍ가스터빈 엔진 공력, 열, 구조해석 유경험자
ㆍ항공기 인증(FAA/EASA) 유경험자
성능해석
수행업무
ㆍ터보프롭/샤프트, 터보제트/팬엔진 사이클 설계 및 성능해석
  -  열역학적 사이클 구성 및 모델링 
  - Steady&Transient 엔진 성능해석 
  - 엔진 시험데이터 분석
  - Performance Integrator(엔진성능/공력 Technical Management)

자격요건
ㆍ기계, 항공 전공자

우대사항
ㆍ성능해석 S/W(GasTurb, NPSS, PROOSIS 등) 유경험자
ㆍ데이터 처리 프로그램 개발 경험자
ㆍC언어/Python/JAVA 등을 이용한 코딩 능력 보유자
과제관리","우대사항
ㆍ영어 능통자
2차 유로/냉각설계
수행업무 
ㆍ엔진 요구도 분석을 통한 2차 유로 설계 및 해석
ㆍ엔진 2차 유로 구성품 성능시험 절차 수립 및 관리
ㆍ베어링 사양 고려 축하중 설계 및 해석
ㆍ터빈 연소기 냉각설계 및 열전달 해석
ㆍ터빈 내외부 냉각설계 및 연소기 라이너 냉각설계

자격요건
ㆍ기계, 항공 전공자

우대사항
ㆍ가스터빈 공력 및 2차 유로 설계 관련 경험 보유자 
ㆍ복합열전달해석(CHT) 포함 CFD 해석 툴(Fluent, Ansys CFX 등) 능통자
ㆍCATIA 및 Auto-cad 가능자
엔진 구성품 형상설계
수행업무 
ㆍ가스터빈 엔진 구성품 요구기능 통합설계 및 개발
  - 3D 모델링, 도면 작성 등
ㆍ엔진 구성품 Mechanical Design, 3D modeling 및 도면 Review
ㆍ개발엔진 구성품 Owner 수행(제작/조립 지원, 고장탐구 등)

자격요건
ㆍ기계, 항공 전공자
ㆍ기계 부품 도면 해석 가능자

우대사항
ㆍCATIA 활용 가능자
ㆍ가스터빈 엔진 설계 경험자
ㆍ영어 능통자
연료/윤활, 유압시스템
설계
수행업무 
ㆍ가스터빈 엔진 연료/윤활시스템 설계 및 구성품 개발(펌프, 밸브, 필터 등)
ㆍ항공엔진 프로펠러 감속기용 유압시스템(토크변환시스템) 개발
ㆍ시스템 및 구성품 시험평가

자격요건
ㆍ기계, 항공 전공자

우대사항
ㆍ설계/해석 SW(CATIA, AutoCAD, EASY5) 가능자
ㆍ감속기용 유압시스템(토크변환시스템) 개발 경험자
ㆍ유압제어 밸브 설계, 펌프/열교환기 설계 및 개발 경험자
제어/전기/전자시스템
수행업무 
ㆍ제어기 HW 개발
  - 전자제어기 회로설계  및 검토
  - 회로 부품 사양 선정 및 검토
  - PCB Artwork 설계 검토
  - 환경 시험/신뢰성 시험/EMI 시험 절차 수립 및 시험
ㆍSystem Software 설계
  - Embedded System 구동을 위한 System s/w 설계

자격요건
ㆍ전자공학 전공자
ㆍPspice, Orcad, C언어 사용 역량 보유자

우대사항
ㆍAutocad, LabView 가능자
엔진시험
수행업무
ㆍ가스터빈 엔진 개발시험 및 인증시험 수행
  - 시험계획 및 시험절차 수립
  - 시험설비 구축(Test Stand, DAS 등)
  - 시험결과 분석 및 데이터 관리
ㆍ가스터빈 엔진 Instrumentation 설계 및수행

자격요건
ㆍ기계, 항공 전공자

우대사항
ㆍLabView, CAD 가능자
ㆍ영어 능통자
공정개발
수행업무
ㆍ항공엔진 가스터빈 특수공정 소재요구도 설계 및 공정개발
  - 화학증착코팅기법 기술 개발
  - EB-PVD 코팅 전략기술 개발
  - 도면주기 설계 및 제작공정 EVS 입증/승인
  - 비파괴검사 요구도 설계 및 검증방안 개발
ㆍ특수공정 소재 Material Characterization 수행
ㆍ소재부품 국산화 개발 및 정부과제 수행

자격요건
ㆍ금속, 재료 전공자

우대사항
ㆍ특수공정 설계 역량 보유
ㆍ가스터빈 특수공정 소재 요구도 설계 역량 보유자
ㆍ코팅 내열 성능 향상 및 물질 설계 역량 보유자
ㆍ코팅/열처리/공정 개발 및 소재 비파괴검사 기법 개발 경험 보유자
소재개발
수행업무
ㆍ항공 가스터빈 합금 개발(초내열합금 및 경량합금)
ㆍ신규 합금 개발 및 전략소재 개발(CMC 등)
ㆍ신규 재질 합금 규격 제개정
ㆍ합금 Material Characterization Plan 설계 및 구축 
ㆍ항공엔진 소재 Material Characterization Plan 개발

자격요건
ㆍ금속, 재료 전공자
ㆍIngot 용해/재용해 공정 및 설비 경험자
ㆍ주단조 금속공정 개발 경험자

우대사항
ㆍ신규 합금 설계 역량 보유자
  - 합금 열역학 해석 및 물성예측
ㆍ금속소재 제조공정 유경험자
무인기 구동장치 개발
수행업무
ㆍ유압 서보제어 작동기 개발
  - 유압 제어회로 설계 및 형상설계
  - 구조/피로해석, 성능해석, 유동해석, 유압구동 시험평가 등
ㆍ전기모터 제어 작동기 개발
  - 기계구동 메커니즘 설계, 구조/피로해석
  - 기어감속 트레인 설계, 성능해석
  - 모터부 전자기 해석
  - 기계구동 시험평가 등

자격요건
ㆍ기계, 기계설계, 메카트로닉스공학, 제어계측, 항공우주공학 전공자
ㆍ관련 경력 3년 이상 
ㆍ3D CAD 사용 역량 보유(CATIA, AutoCAD)
ㆍAmesim, MATLAB/Simulink, ANSYS 사용 역량 보유

우대사항
ㆍ영어 능통자

System 통합설계
수행업무
ㆍ가스터빈 엔진 및 각 모듈 통합설계
  - 체계요구도 분석을 통한 엔진, 모듈개발 규격 정의/관리
  - 엔진성능, 레이아웃 설계, 구성품 설계 및 엔진시험 리스크 관리
  - Technical Management 

자격요건
ㆍ기계, 항공 전공자

우대사항
ㆍ가스터빈 엔진 공력, 열, 구조해석 유경험자
ㆍ항공기 인증(FAA/EASA) 유경험자
성능해석
수행업무
ㆍ터보프롭/샤프트, 터보제트/팬엔진 사이클 설계 및 성능해석
  -  열역학적 사이클 구성 및 모델링 
  - Steady&Transient 엔진 성능해석 
  - 엔진 시험데이터 분석
  - Performance Integrator(엔진성능/공력 Technical Management)

자격요건
ㆍ기계, 항공 전공자

우대사항
ㆍ성능해석 S/W(GasTurb, NPSS, PROOSIS 등) 유경험자
ㆍ데이터 처리 프로그램 개발 경험자
ㆍC언어/Python/JAVA 등을 이용한 코딩 능력 보유자
과제관리"
job/DE/sources/jobkorea/txt/3c253f9f-2c8e-4ee6-a8d5-4e5a5e3ebb72.txt,"담당업무
ㆍ개발솔루션 설치 및 운영세팅(패키지 엔진 및 응용프로그램 세팅 팩스 보드 설치 및 회선연결 DB 세팅 등)
ㆍ서버 및 솔루션 유지보수(시스템 운영상태 점검 장애조치 등)
ㆍ시스템 분석/설계(경력자에 한함)
ㆍ시스템 인프라 및 비지니스로직등에 대한 분석 설계","자격요건
소프트웨어 엔지니어
( ○명 )","우대사항
ㆍ컴퓨터활용능력 우수자
ㆍ운전가능자
ㆍ전공 : 컴퓨터.전자시스템공학부"
job/DE/sources/jobkorea/txt/3c4fb948-23f5-48f5-8701-1df276fdd9cf.txt,"담당업무
ㆍIT 서비스 구축 및 솔루션 도입 검토
  - IT 서비스 요건 분석을 통한 타당성 검토 및 요구사항 관리
ㆍIT 서비스 이행 관리 (아키텍처 분석/설계/개발/테스트 등)","자격요건
IT Service
Developer",우대
job/DE/sources/jobkorea/txt/3c96540b-4412-4b23-b307-1fa287a755d9.txt,,"자격요건
Frontend Engineer  
( 1명 )
마크비전 엔지니어링 팀의 미션

마크비전의 엔지니어링팀은 IP를 중요한 자산으로 활용하는 모든 글로벌 브랜드들과 콘텐츠 기업들이 사용할 수 있는 올인원 IP 소프트웨어를 구축하고 있습니다. 특히 위조상품과 불법콘텐츠 문제를 실시간으로 해결하기 위해 AI(인공지능) 기술을 통해 수천개의 온라인 마켓플레이스에서 데이터를 수집하여 수백만개의 리스팅을 분석하는 고도화된 시스템을 개발합니다.


시니어 프론트엔드 엔지니어의 역할 

시니어 프론트엔드 엔지니어로서 React 및 Typescript와 같은 최신 프레임워크를 사용하여 고성능 프론트엔드 시스템을 설계, 개발 및 최적화하는 역할을 맡게 됩니다. 빠르게 변화하는 혁신적인 AI 스타트업에서 프론트엔드 개발의 미래를 설계할 수 있는 기회를 제공합니다.


다음과 같은 일들을 하시게 됩니다.

●  React, Next.js 및 Typescript를 사용하여 확장 가능하고 고성능의 프론트엔드 시스템 개발을 주도합니다.
●  Product Manager, 디자이너, 백엔드, AI팀와 협력하여 IP 인프라 소프트웨어를 강화하는 사용자 중심의 기능을 설계하고 구현합니다.
●  코드 품질, 성능 최적화 및 반응형 디자인에서 모범 사례를 준수하여 높은 프론트엔드 개발 기준을 유지합니다.
●  프론트엔드 구성 요소를 매끄럽게 통합하고 직관적인 사용자 경험을 제공합니다.
●  회사가 성장함에 따라 유연성과 확장성을 갖춘 프론트엔드 시스템의 전체 아키텍처와 디자인에 기여합니다.
●  프론트엔드 주니어를 멘토링하고 이끌며, 지속적인 학습과 혁신이 이루어지는 환경을 유지하고 발전시키는데 중요한 역할을 합니다.


이러한 분들을 찾고 있습니다.

●  React, Next.js, Typescript, Mono repo, UI Framework(예: Material UI, Semantic UI, Ant Design) 및 
최신 상태 관리 라이브러리(예: react-query, jotai/recoil)에 능숙한 프론트엔드 개발 경험이 풍부한분
●  변화하는 프로젝트의 우선순위 변화에 유연하게 적응하고, 조직의 목표와 문제를 정확하게 분석하여 
그에 맞는 뛰어난 해결책을 제시할 수 있는 분
●  복잡한 기술 개념을 비기술적인 이해관계자에게 설명할 수 있는 커뮤니케이션 능력을 보유하고 있으며, 다양한 팀과의 협업에 능하신 분
●  애자일 환경에서 기능(피쳐) 개발을 완료하고 주도할 수 있으며, 주니어 개발자들과 함께 성장한 경험이 있는 분

이런 경험이 있으시면 더욱 좋습니다

●  빠르게 성장하는 조직에서의 제품 개발 경험이 있으신 분
●  높은 유연성과 회복탄력성을 통해 다양한 도전 과제를 능동적으로 해결하길 원하시는 분


마크비전에서 사용하는 기술스택입니다.

●  React, Typescript, React-query, Lerna, Jotai
●  Material UI, Figma, Swagger, Jira
●  Bitbucket pipelines, AWS


혜택 및 복지

●  오전 8시부터 10시 사이에 자유롭게 출근합니다.
●  출근과 재택근무를 병행하며 최적의 업무 환경을 팀 내에서 자율적으로 선택합니다.
●  오피스 출근 시 점심 식대를 지원해드립니다.
●  부득이하게 밤 늦게까지 근무하시게 될 경우 야근 식대 및 귀가 택시비를 지원합니다.
●  최신 오피스 장비를 지원합니다. (Macbook LG Gram)
●  팀 빌딩을 위한 팀 단위 런치 / 디너를 지원합니다
●  오피스 내 다양한 간식, 음료, 폴바셋 커피, 티 등을 무제한으로 제공합니다.",
job/DE/sources/jobkorea/txt/3ce17bb3-0cb8-4153-bec6-b44453ecfdff.txt,,,
job/DE/sources/jobkorea/txt/3d0863ff-29e8-4408-9e8a-f3372b4f6142.txt,"담당업무
* PostgreSQL (BlueSQL) DBA 업무
* 성능 모니터링 및 최적화 업무
* 데이터 마이그레이션 및 업그레이드 수행
* 제품 기반 아키텍처 설계, 구현 및 관리

스킬
* RDBMS
* In-Memory
* PostgreSQL
* Linux
* Redis","자격요건
PostgreSQL 엔지니어 채용 1명 채용
( 1명 )","우대사항
* 클라우드 환경에서의 데이터베이스 운영 경험
* 스크립팅 언어(Shell, Python) 활용 가능
* 메모리 DB 경험 우대 (Redis, Redict, Altibase)"
job/DE/sources/jobkorea/txt/3d48dbe6-d2bb-4c52-89ed-6e09e0b1e8c0.txt,"주요업무
·
신규 프로덕트와 비즈니스 로직을 개발 및 배포
·
유저 데이터 적재 및 분류 작업 자동화를 통한 데이터 고도화
·
마케팅 툴 적용 및 통합
·
백오피스 개발 및 배포
·
팀 성장 단계에 따른 프로젝트 관리 및 리딩","지원자격
·
JavaScript/TypeScript 생태계에 대한 이해도가 높으신 분
·
React (Next.js) 기반의 프론트엔드 라이브러리 또는 프레임워크 개발 경험이 있으신 분
·
HTML, CSS 등 마크업에 대한 충분한 이해도가 있으신 분
·
GA, GTM 등 서비스 분석, 마케팅 툴에 대한 경험이 있는 분
·
MySQL, PostgreSQL 등 관계형 데이터베이스를 사용하고 기본적인 테이블 설계를 해보신 분","우대사항
·
하나 이상의 프로젝트를 A to Z 경험하신 분
·
주도적인 성격으로 협업 리드 능력이 뛰어나신 분
·
스타트업에 대한 경험 혹은 이해도가 높으신 분
필수역량
1
능동적이며 목표 달성 능력이 뛰어나신 분
2
필요한 일은 적극적으로 주도하여 책임지고 일하는 분
3
성공과 실패에 관계없이 결과를 통해 성장하는 분
4
비개발자에게는 그들의 입장에서/그들의 언어로 이야기하시는 분
지원방법 & 채용절차
지원방법
·
채용 플랫폼 지원
·
이메일 지원(flex_hr@matchgate.co.kr)"
job/DE/sources/jobkorea/txt/3d84cd2b-4abc-4d59-b426-0dd322749b56.txt,"직무상세
ㆍ타이어 설계 및 제조 공정에서 발생하는 다양한 데이터를 수집 및 정제
ㆍ데이터 통계 분석을 통한 인사이트 도출 및 시각화
ㆍ데이터 별 인과관계에 대한 분석","자격요건
 《 데이터 사이언스 》
데이터 수집 및 분석
직무상세
ㆍ타이어 설계 및 제조 공정에서 발생하는 다양한 데이터를 수집 및 정제
ㆍ데이터 통계 분석을 통한 인사이트 도출 및 시각화
ㆍ데이터 별 인과관계에 대한 분석

지원자격
ㆍ[석사 이상] 인공지능/컴퓨터공학/산업공학/통계학 등의 분야 학위 소지자
    ※ 기계/전자/전기공학 배경의 AI/ML 유관전공자 포함
ㆍPython, R 등 프로그래밍 언어 사용 가능자","우대사항
ㆍAI 관련 논문 또는 대회 수상 실적을 보유하신 분
ㆍSQL을 활용해 데이터베이스 관리 경험이 있으신 분
ㆍVision, Text Mining, Signal Processing 등 프로젝트 경험이 있으신 분"
job/DE/sources/jobkorea/txt/3d9109f6-ed2a-4b7b-8e87-80281e6a924d.txt,"담당업무
ㆍ현장 조사, 드론 촬영, 레벨 측량, 데이터 처리 및 분석, 도면 및 보고서 작성 등 
ㆍ토탈스테이션, RTK 활용, 싱글빔을 이용한 지형측량, 공간정보 구축
ㆍAuto CAD 프로그램, 초경량비행장치(UAV) 사용","자격요건
공공사업부
(측량/드론/레벨/토목) 
( ○명 )","우대사항
ㆍ관련학과 전공자 (측량, 토목, 건설, 환경, 설계, 해양 기타)
ㆍ관련 자격증 보유자 (기능사, 산업기사, 기사, 기술사)
   측량및지형공간정보기사, 산업기사, 측량기능사, 지도제작기능사, 해양환경기사, 
   해양공학기사, 해양자원개발기사 
ㆍ해당 직무 유경험자 
ㆍ운전면허 소지 및 운전가능자, 컴퓨터활용능력 우수자
ㆍCAD/CAM 숙련자, 문서작성 능통자"
